DestinationPort,FlowDurationMs,TotalFwdPackets,TotalLenFwdPackets,FwdPacketLenMax,FwdPacketLenMin,FwdPacketLenMean,FwdPacketLenStd,BwdPacketLenMax,BwdPacketLenMin,BwdPacketLenMean,BwdPacketLenStd,FlowBytesPerSec,FlowPacketsPerSec,FlowIATMean,FlowIATStd,FlowIATMax,FlowIATMin,FwdIATTotal,FwdIATMean,FwdIATStd,FwdIATMax,FwdIATMin,BwdIATTotal,BwdIATMean,BwdIATStd,BwdIATMax,BwdIATMin,FINFlagCount,PSHFlagCount,ACKFlagCount,InitWinBytesFwd,InitWinBytesBwd,AveragePacketSize
80,3235.2407145571806,25,27461,1385,431,1098.4433241517554,256.83633260940053,426,297,622.1620449652884,257.6883011803876,13103.49860281209,15.145704546657454,66025.32070524858,129085.54329372564,300955.4231578803,246.69552187245807,2264668.500190026,85832.91691682316,94450.42728118793,463942.03777163767,343.8310235486638,1617620.3572785903,72627.85277577344,29569.0373089907,290950.5999892212,232.91241553982195,1,1,1,65535,35710,860.3026845585218
80,8204.75708573557,14,10275,1153,416,733.9420099701124,235.8993684681014,642,227,681.4230900293448,276.06521368173276,1916.7627628071843,2.6813712788948054,372943.50389707135,462288.98779929656,2259194.8564037364,258.8260746790261,5743329.960014898,484826.55506619276,534035.1755566988,1694563.0792419387,156.99932343447085,4102378.542867785,410237.85428677854,489491.1184734765,1394617.989684596,63.81210175012958,1,1,1,65535,55985,707.6825499997286
80,13211.262163656083,28,14418,1450,237,514.9373254503291,268.8008822539816,463,182,498.2986394617251,294.6570010775861,2109.7384968070614,4.1631147212643995,240204.7666119288,308090.89746668894,2160206.1146844015,110.41672479779105,9247883.514559258,312266.19659550744,337117.3901613591,1041583.9169543751,102.6740417908926,6605631.081828042,264225.2432731217,264623.87384909566,892877.1022453279,368.6398654027574,1,1,1,65535,59851,506.6179824560271
80,3346.5902383905714,53,22686,1231,473,428.04015767483526,241.55926325049955,819,292,772.8306350850431,207.98569159214597,9319.116808785111,19.123942712143517,52290.47247485268,74899.85876474672,491728.00622184394,353.92648740207704,2342613.1668733996,67977.61421730848,84343.15034100121,259596.0532684324,405.67379461830853,1673295.1191952857,57519.51972233795,30636.56948605508,192144.49583221576,377.77357905331814,1,1,1,65535,22657,600.4353963799392
8080,3289.5983301106253,28,23853,1339,358,851.9182637436741,262.7298650871967,938,289,726.5805341156731,103.4512056168647,11668.695754063532,14.591447095726673,68533.29854397137,57585.01233020036,434089.1002311089,295.33524877511877,2302718.8310774374,89093.28810716278,39782.70252779721,399397.00823996315,457.6773316470035,1644799.1650553127,75386.62839836851,55024.2516980974,355546.9552906556,216.41386901164856,1,1,1,65535,51299,789.2493989296736
80,13215.074535827118,23,24710,1384,314,1074.3705592505316,251.89903921797517,525,142,492.17369212469356,131.83438737428952,2242.3074273000693,2.4971482310246813,400456.80411597324,231383.62999033878,2176517.575865402,411.98177671960207,9250552.17507898,520593.8453507652,398826.7338202935,3716925.99296449,259.1916375525035,6607537.2679135585,440502.4845275706,424349.33959400817,1702150.2064517585,100.99110892484497,1,1,1,65535,19248,783.2721256876126
8000,2012.0393903223357,16,16142,1200,482,1008.9120824690789,289.998256546592,596,215,348.16532587973813,196.54880513868,12695.107879655428,21.371350981906595,46791.61372842641,92867.29166905387,306623.9465164524,76.5616703828839,1408427.5732256349,60829.09784695433,53024.698636850546,279426.64344382007,193.27680315445502,1006019.6951611679,51470.77510126906,48205.148405165135,358435.7510563603,367.726148124833,1,1,1,65535,22354,678.5387041744085
4444,43029.633928303934,12,1215,410,113,101.26411352950655,70.7196720164826,788,225,708.3805286951343,161.57215009184688,110.55339243080695,0.3950765657994078,6095864.806509724,784910.3049652921,44143597.26270806,796.3929209664539,34423707.142643146,3585802.827358661,558493.011150124,5667244.139624582,2754092.1121977502,30120743.749812752,8605926.785660787,2657027.639370089,35453433.41865267,529.7590545900563,0,1,1,18467,42784,404.8223211123204
8443,19907.602528770654,15,4519,331,92,301.29984430035626,23.836326960798313,817,321,417.5944115311174,195.5630985471762,310.93022385212623,0.9544092500611775,3152037.067055354,366108.78494532744,19602459.419713695,114.99259159194312,15926082.023016525,1327173.5019180437,67794.07571988647,3557521.500912781,787512.3912499154,13935321.770139458,4976900.632192664,1280090.9714721055,23627733.040002543,4202.243264470483,1,1,1,30673,8219,359.4471279157368
4444,15798.177010965377,14,4989,392,88,356.42830919836564,71.22231140427327,1036,327,784.9965932516492,197.28462069176362,1259.9511694762386,2.0888486043101673,979962.1078230403,372088.7016646877,4882435.856881004,724.2701086968688,12638541.608772302,1128441.2150689554,167862.24608050066,2076932.4835285284,951046.0509445299,11058723.907675764,831483.0005771251,313835.50259645307,3867970.679624698,2260.543138948691,1,1,1,21067,9837,570.7124512250074
8443,36343.05436259875,21,2274,468,149,108.32269301180844,23.37576874900453,784,367,882.2602223059333,151.0503857819532,256.79895362069635,0.7979516446433954,3136751.715819535,346838.9227179064,20991798.107398268,882.9032493952019,29074443.490079,1730621.636314226,252729.70805051038,4204279.8497998,1247180.0363797736,25440138.05381912,4542881.795324843,613129.6767038448,24657226.877881855,4305.522878320367,0,1,1,10119,39133,495.29145765887085
443,58800.76544364277,21,3790,473,100,180.5172641435695,63.334869189813105,637,247,377.5337575602026,97.20037453467307,141.51631488050708,0.5612171840114675,3850050.1183337527,1152464.6576323332,34927628.42338479,428.62643006313465,47040612.35491422,2800036.4496972747,388190.61630528176,4458975.425316635,1639564.1275933294,41160535.81054994,4900063.786970231,1580298.5546236427,27651940.31795647,3418.39645413166,1,1,1,30323,64519,279.02551085188605
8443,58144.85107892385,5,754,367,135,150.98522511651674,75.79897664871156,1163,230,749.0476924327436,98.23210490967449,154.69040810052127,0.27517483840971824,8457432.884207105,3281769.0498469826,42193588.90433351,124.13431503117678,46515880.863139085,11628970.21578477,1160317.0670284866,25182684.150030687,8873176.095610097,40701395.75524669,5285895.552629441,700332.3358411572,29373946.269370142,795.3792439995668,0,1,1,27009,23705,450.01645877463017
8443,17281.593513750024,12,2083,441,115,173.61013050987626,21.394197008698068,1110,218,776.2147424748646,176.6868882953475,839.2025558393844,1.6202209580801632,1260116.1937109393,300766.56474767614,4633955.119041465,930.5213300605448,13825274.81100002,1440132.792812502,144605.11478367727,2977758.3643823,1198176.1791175194,12097115.459625017,1080099.5946093765,129253.4868264663,3665576.2632314633,2467.185368159635,1,1,1,30567,32691,474.91243649237043
8443,39093.176972620866,7,2672,485,117,381.76197567416955,46.268890260107355,773,251,510.3402800394683,228.10154465082192,172.7937352025873,0.3836986697321974,5235693.3445474375,2537299.17002407,14916515.692417393,709.7429553799864,31274541.578096695,5584739.567517267,507060.47618740966,12701577.816453958,4357893.662229718,27365223.880834606,4886647.121577608,1335934.0817194958,27529685.741011716,2576.1349184608,0,1,1,25218,11051,446.05112785681894
53,15.664522744719534,7,351,56,40,50.18029597184642,2.6744365049788374,0,0,0,0,22407.321673322036,446.8696630007244,2237.788963531362,46.83933602909255,3538.023628656862,2.7174193287110815,15664.522744719534,2237.788963531362,382.1260003052792,3279.784037982117,1.3537061356686757,0,0,0,0,0,0,0,0,662,0,50.18029597184642
443,23.467842251355865,15,636,68,40,42.45868483592918,3.1321968788940016,0,0,0,0,27100.915081498588,639.1725255070422,1564.5228167570576,6.9860484439640524,2265.4512962918816,4.547557821980112,23467.842251355865,1564.5228167570576,297.8729800491355,2869.453182779093,2.1466947402813337,0,0,0,0,0,0,0,1,845,0,42.45868483592918
80,31.09382437401547,11,646,58,40,58.78962171824939,3.0155969717775353,0,0,0,0,20775.829702693314,353.7679980334775,2826.711306728679,43.9358021950734,3933.8970606976977,1.736976150596794,31093.82437401547,2826.711306728679,547.2517832779687,3452.329448254441,4.928003634318232,0,0,0,0,0,0,0,1,1398,0,58.78962171824939
53,58.81590671617235,9,502,56,40,55.81297099055364,3.5101823007913806,0,0,0,0,8535.106028756796,153.01982920081906,6535.100746241373,793.3249373845008,8015.6251401975405,3.36211153287292,58815.90671617235,6535.100746241373,1179.8705723226255,9552.19801086353,0.2563058751402164,0,0,0,0,0,0,0,1,1364,0,55.81297099055364
53,5.316098282728031,15,824,52,40,54.99330363131391,1.8581183485558173,0,0,0,0,155000.89655550025,2821.6182625394463,354.40655218186873,36.92958565780957,502.50379451858936,3.1776997121922763,5316.098282728031,354.40655218186873,29.83515687302479,619.3188597567537,2.668644990909396,0,0,0,0,0,0,0,0,1677,0,54.99330363131391
80,65.53081168728845,10,431,57,40,43.11217783503501,2.8331115370586195,0,0,0,0,6577.058774378109,152.5999715632972,6553.081168728845,325.3859800791169,12095.293842058896,3.002559343813637,65530.81168728845,6553.081168728845,1077.1474804140537,10202.072541577756,3.118886938651161,0,0,0,0,0,0,0,0,780,0,43.11217783503501
80,32.45808586851292,6,336,57,40,56.15504361166234,6.6637017620638535,0,0,0,0,10351.811914021348,184.85378417895265,5409.6809780854865,358.429959799431,7309.159672421377,0.8320274638441733,32458.085868512917,5409.6809780854865,921.3871360570099,7678.492289087893,1.0950536001814175,0,0,0,0,0,0,0,0,1206,0,56.15504361166234
80,29.01744650808715,2,88,60,40,44.167097435492025,5.590718311065705,0,0,0,0,3032.6583000842074,68.92405227464108,14508.723254043576,1587.7089821910743,20310.48861388298,2.22347459557736,29017.446508087152,14508.723254043576,1595.7753554058959,21827.410065197822,4.733893110111913,0,0,0,0,0,0,0,0,1311,0,44.167097435492025
24712,7.281843304334878,2,88,60,40,52.90957897624018,4.061713211219471,0,0,0,0,12084.85218950175,274.6557315795852,3640.921652167439,0,7281.843304334878,0,7281.843304334878,3640.921652167439,0,7281.843304334878,0,0,0,0,0,0,0,0,0,7640,0,51.22469760659922
41730,10.767229062118389,2,84,60,40,51.43660434759461,1.859661759823212,0,0,0,0,7801.450077395632,185.74881136656268,5383.614531059195,0,10767.22906211839,0,10767.22906211839,5383.614531059195,0,10767.22906211839,0,0,0,0,0,0,0,0,0,7473,0,59.280831637460466
52548,34.493969909584024,3,132,60,40,58.237254517857046,2.3430478848854857,0,0,0,0,3826.755816915242,86.97172311171005,11497.989969861343,0,34493.969909584026,0,34493.969909584026,11497.989969861343,0,34493.969909584026,0,0,0,0,0,0,0,0,0,6648,0,46.74839717195201
28888,47.687411060938885,2,96,60,40,50.31044027577816,4.4731439170878575,0,0,0,0,2013.109914424235,41.93978988383823,23843.705530469444,0,47687.41106093889,0,47687.41106093889,23843.705530469444,0,47687.41106093889,0,0,0,0,0,0,1,0,0,4382,0,59.89405201302233
40954,21.52865566703086,2,98,60,40,53.62051802417905,3.8182651979102293,0,0,0,0,4552.072433862088,92.89943742575689,10764.32783351543,0,21528.65566703086,0,21528.65566703086,10764.32783351543,0,21528.65566703086,0,0,0,0,0,0,1,0,0,3482,0,51.24135857670151
28433,42.432066405703,2,96,60,40,41.556469853021035,2.7782529656535635,0,0,0,0,2262.439898215688,47.134164546160164,21216.0332028515,0,42432.066405703,0,42432.066405703,21216.0332028515,0,42432.066405703,0,0,0,0,0,0,0,0,0,5303,0,45.90139680357563
61584,45.654091462086356,1,47,60,40,54.12103080880688,4.414038379555859,0,0,0,0,1029.4805677828756,21.90384186772076,45654.091462086355,0,45654.091462086355,0,45654.091462086355,45654.091462086355,0,45654.091462086355,0,0,0,0,0,0,1,0,0,5703,0,48.01320142663943
29594,13.350611412896981,3,126,60,40,49.46762370003862,0.608523511732732,0,0,0,0,9437.770009415544,224.70880974798914,4450.203804298994,0,13350.611412896982,0,13350.611412896982,4450.203804298994,0,13350.611412896982,0,0,0,0,0,0,1,0,0,5654,0,45.17182325301159
41041,47.76340498100847,1,52,60,40,57.254477030794476,2.431816851326558,0,0,0,0,1088.6996021467914,20.93653081051522,47763.40498100847,0,47763.40498100847,0,47763.40498100847,47763.40498100847,0,47763.40498100847,0,0,0,0,0,0,0,0,0,7396,0,59.71918625965455
28180,30.954200498367904,1,60,60,40,47.62711275109164,3.9304200939521956,0,0,0,0,1938.3475920550288,32.30579320091715,30954.200498367903,0,30954.200498367903,0,30954.200498367903,30954.200498367903,0,30954.200498367903,0,0,0,0,0,0,0,0,0,4932,0,59.84379191443577
22,293.5510824854493,7,646,139,55,92.39013285405463,13.183908496061193,97,53,65.11900212135251,16.26540482217794,2868.624871734821,34.0656212722216,29355.108248544926,3689.5758124858958,59065.02140070367,26.378601756925452,176130.64949126955,32290.619073399423,5986.4936380783565,67535.29670335297,35.5791091687808,117420.43299417972,26419.597423690433,4147.220483408436,63368.92421742953,37.03158978520614,1,1,1,13627,13925,78.75456748770357
22,377.8574259966588,7,590,117,50,84.35427268638796,13.467568819382294,84,40,88.67658940533306,10.575397437918792,2501.4362598087614,29.111509376812588,34350.67509060534,5363.502607305935,78509.88232426072,43.14195445052522,226714.4555979953,37785.74259966588,3766.3517173809096,66674.22341118444,45.73081830185563,151142.9703986635,30915.60758154481,5516.132392522291,72523.37870284227,9.843961339867759,1,1,1,11940,11851,86.51543104586051
22,349.1530407745612,8,730,118,40,91.25031271291314,6.811491010859406,63,58,71.08208287810574,8.608952336732544,2701.5338266713043,31.50480939704147,31741.185524960107,8322.98483874061,60533.23030148991,43.97756723564862,209491.8244647367,34915.30407745612,3561.7204772223145,53726.598126314486,35.07134640795201,139661.21630982446,28567.066972464097,4755.253300691718,69725.34521004173,44.52152456525421,1,1,1,12675,9798,81.16619779550945
22,319.8754918689392,7,404,111,43,57.81764485788493,16.794792976643787,113,42,69.20649780342916,7.291366609749432,1914.3167356703082,31.26216372993416,31987.54918689392,3498.708514051063,69023.53035400639,39.81596959154703,191925.2951213635,35186.30410558332,3904.8069904111626,76041.73356761363,39.32863924575005,127950.19674757568,28788.79426820453,7821.987264617629,49015.264411184915,19.135847637906203,1,1,1,16117,12426,63.512071330657044
80,12204.85059314177,36,47068,1137,370,1307.4612267678444,241.7751269944321,1129,296,286.8084675160097,180.81737159186784,4044.5453655539955,3.605124017226788,277382.9680259493,286445.4293875027,2717685.2916752757,494.8782783647658,8543395.415199239,360597.8584337341,472906.6859532765,2315179.175596663,161.94906319097248,6102425.296570885,305121.2648285443,162827.9440519822,1319809.439451579,328.13901907618936,1,1,1,65535,55007,797.1348471419271
8000,9834.997167695146,13,18143,1311,500,1395.6571875212555,303.30491110163973,409,286,333.5169361819875,141.04087459727373,2523.0187399465476,3.355364463997464,298030.2172028832,305045.9235146815,1850678.3674266597,215.19082087667255,6884498.017386602,387439.2823637482,352388.1484628946,1752733.7204531815,339.5309646948722,4917498.583847573,327833.23892317154,236174.37485424196,2095223.4227685034,136.41471590007745,1,1,1,65535,51545,864.5870618516215
8080,6772.5059647286635,46,25940,1018,240,563.9270299913071,228.36150537445175,1046,281,799.6977908235715,290.50396770368144,5483.407861807321,8.85934989389173,112875.0994121444,159675.36525960529,775067.0478284508,323.19177341676493,4740754.175310064,146737.62923578772,80264.69490306899,476586.9935357964,406.14442924233947,3386252.982364332,124162.60935335884,109275.82492458576,486475.7785862613,393.6042262069109,1,1,1,65535,54159,681.8124104074393
8000,3502.0761599150223,38,21211,1143,416,558.1970876644812,221.97054656009837,474,202,260.28576073498834,278.02668057179415,7766.267946844129,17.418239128608832,57411.084588770864,81538.43166753805,453134.30108390213,167.869800612944,2451453.3119405154,74634.40996540213,43396.38999213412,322689.6402336381,191.59719192700902,1751038.0799575113,63152.193047647954,56322.47587853411,361711.90101263666,464.4925051623215,1,1,1,65535,55361,409.24142419973475
8000,4628.939677589939,25,19495,1045,316,779.830196149423,318.022824609004,848,173,704.8678350093602,118.85388437195148,7257.193643407568,9.721448784018133,102865.32616866531,125125.98229448088,930275.3199518041,264.77784892036027,3240257.774312957,133724.9240192649,165961.555574076,465057.42928044166,92.10532784726004,2314469.8387949695,113151.85878553185,89603.00357279649,412943.2933137228,215.79101665338172,1,1,1,65535,61047,742.3490155793916
8000,4492.458193725035,48,36184,1223,476,753.8536449869986,198.74139501508503,518,187,307.20421731105915,157.38708869635633,10106.07100186774,17.362432021949285,57595.61786826968,90799.97406978502,442632.4959609657,393.7133325710343,3144720.735607524,74874.30322875058,82138.30393587472,395259.40508383483,413.6880460647894,2246229.0968625173,63355.179655096654,37455.18861093325,340234.3684593756,175.8322403553286,1,1,1,65535,25071,530.5289311490288
80,4940.334165020685,16,9718,1314,442,607.3905680818891,217.41439854092113,1030,139,763.1857220050678,133.79101188608854,6292.58027231483,8.906280128080319,112280.3219322883,108056.91176243706,1087978.2441504363,497.4496871916099,3458233.915514479,145964.4185119748,73496.35196008936,1093822.940121552,468.9347434483537,2470167.0825103424,123508.35412551713,47230.76294845422,481740.21846200194,376.5182755729651,1,1,1,65535,24106,685.2881450434784
8000,8532.516873866043,40,50543,1407,219,1263.5945076141738,151.8252889850708,467,178,403.5011556139027,281.7741600403475,6964.041982743777,7.266320233118752,137621.23990106522,134365.23920443852,1175163.4821351685,162.5766360044018,5972761.81170623,178907.61187138478,85701.65995093391,760496.0393630811,372.65958735539584,4266258.436933022,151383.36389117176,161026.38507035724,621918.2528818278,359.4168507188355,1,1,1,65535,30776,833.5478316140383
8080,3102.419537089442,38,31442,1343,467,827.4276914135834,279.1432965315165,937,107,380.0764540326857,229.59720407425615,13074.984438937658,19.984402257267167,50039.0247917652,74638.33019656733,360836.8862960575,479.7868447513602,2171693.6759626097,65050.732229294765,59432.854742350224,350312.30917915946,338.5840638873406,1551209.7685447212,55042.92727094173,47132.91305259816,350946.80448810087,92.26054321415293,1,1,1,65535,28848,603.7520727231346
443,47025.3496730178,14,3393,480,145,242.4085437324355,43.85914689627768,695,283,392.92057836658057,185.47630799577288,222.56697920649154,0.6804840415330491,2985736.4871757333,847234.4162073635,15300896.167573387,819.5089343427225,37620279.73841424,3358953.5480727,671306.0222505666,6221803.660206407,1689643.709893692,32917744.771112457,2612519.4262787667,704630.9928477012,23826202.014132794,694.46330217231,0,1,1,14268,61518,317.66456104950805
8443,23900.994965533864,17,2716,380,115,159.77566054007582,46.867792596526726,835,313,582.9507799186586,171.62778163933007,601.4478413256035,1.548052708824691,1300495.3143011073,351991.45782892965,5828319.798099916,626.254371165653,19120795.972427092,1405940.8803255213,157824.73052159674,2656983.875751495,834113.4458113436,16730696.475873703,1195049.7482766933,158141.77363533986,10057158.271507852,1100.4859026875092,0,1,1,25805,46748,371.3632202293672
1337,47012.04264606251,20,3045,397,89,152.2621921722314,24.40615845117886,726,298,811.3535057300364,143.40012097282707,409.94419457882265,0.8508458205304167,2350602.132303125,309541.2657837091,9288532.108096333,439.57139002568795,37609634.11685001,2350602.132303125,284992.5967805331,5598030.393203171,1633999.2222430224,32908429.852243755,2350602.132303125,282364.4539289875,21795733.777661365,3820.6540735760404,1,1,1,8924,33513,481.8078489511339
1337,12711.037357315465,5,1319,465,96,263.9828098656014,31.747467172231786,1169,306,510.4115836088785,201.03647104735805,786.4748320423676,1.7307792732855547,1644957.7756525893,1160920.276348494,2261497.234425245,868.0912591067115,10168829.885852372,2542207.4714630926,131233.17301535394,5619189.299124943,1362414.740739256,8897726.150120825,747708.0798420861,247798.23518262734,7274818.52561223,4611.016668832685,1,1,1,29573,64498,387.19719673723995
4444,39295.621796513995,10,3623,469,138,362.3793681088141,52.0310617105562,760,354,799.1743561933606,110.7067600481272,458.29360293177103,0.7125475745108057,3056326.1397288665,724507.1050129967,9306131.430431034,872.916767021192,31436497.4372112,3929562.1796513996,711068.1712937981,8054248.92916553,2877609.563865744,27506935.257559795,2183090.099806333,271528.1499275463,9470411.117924111,1290.4394052444427,0,1,1,26897,49603,580.7768621510874
443,36663.142653173796,21,2184,314,150,104.04466440626999,34.75246095116595,871,316,336.30580490158957,142.7071205423233,243.0521064399825,1.1182892963609812,1789510.5342620544,294669.2744829725,8410170.816178584,352.38180549667345,29330514.12253904,1745863.935865419,193567.60645320202,5160923.976400771,1492810.425902629,25664199.857221656,1833157.1326586897,290787.5205409917,16811541.01233516,4205.277774956334,0,1,1,15657,27480,220.17523465392978
